Frame,Joint,Angle (Degrees)
23,3 to 7,-95.1944289077348
23,23 to 25,143.13010235415598
23,28 to 30,165.96375653207352
23,11 to 23,-90.0
23,27 to 31,-7.765166018425333
23,25 to 27,89.18154453831139
24,3 to 7,-94.76364169072617
24,23 to 25,135.0
24,28 to 30,165.96375653207352
24,11 to 23,-90.0
24,27 to 31,-10.304846468766033
24,25 to 27,90.0
25,3 to 7,-85.91438322002513
25,23 to 25,123.69006752597979
25,28 to 30,180.0
25,11 to 23,-91.569354804749
25,27 to 31,-5.440332031005506
25,25 to 27,90.79572355273929
26,3 to 7,-77.0053832080835
26,23 to 25,143.13010235415598
26,28 to 30,158.19859051364818
26,11 to 23,-90.0
26,27 to 31,-8.13010235415598
26,25 to 27,90.78482460299189
27,3 to 7,-71.56505117707799
27,23 to 25,143.13010235415598
27,28 to 30,149.03624346792648
27,11 to 23,-87.58049078334366
27,27 to 31,-8.530765609948133
27,25 to 27,91.569354804749
28,3 to 7,-57.52880770915151
28,23 to 25,161.565051177078
28,28 to 30,161.565051177078
28,11 to 23,-85.85537625889572
28,27 to 31,2.8624052261117474
28,25 to 27,92.41950921665634
29,3 to 7,-68.19859051364818
29,23 to 25,153.434948822922
29,28 to 30,180.0
29,11 to 23,-85.79464299829141
29,27 to 31,2.8624052261117474
29,25 to 27,92.45403167452707
30,3 to 7,-60.94539590092286
30,23 to 25,158.19859051364818
30,28 to 30,-158.19859051364818
30,11 to 23,-84.72610404264823
30,27 to 31,8.530765609948133
30,25 to 27,92.6025622024998
31,3 to 7,-60.94539590092286
31,23 to 25,158.19859051364818
31,28 to 30,-129.8055710922652
31,11 to 23,-83.85337434035333
31,27 to 31,15.945395900922854
31,25 to 27,94.46715906138927
32,3 to 7,-56.309932474020215
32,23 to 25,153.434948822922
32,28 to 30,-142.12501634890182
32,11 to 23,-84.8055710922652
32,27 to 31,26.56505117707799
32,25 to 27,100.73889710090545
33,18 to 20,130.6012946450045
33,3 to 7,-56.309932474020215
33,23 to 25,180.0
33,28 to 30,-153.434948822922
33,11 to 23,-80.09581678702612
33,27 to 31,23.74949449286676
33,25 to 27,103.34872711328738
34,15 to 21,160.70995378081125
34,16 to 20,160.55996517182382
34,18 to 20,147.9946167919165
34,3 to 7,-61.38954033403479
34,14 to 16,30.068582821862453
34,23 to 25,161.565051177078
34,28 to 30,126.86989764584402
34,11 to 23,-75.3026807204881
34,27 to 31,21.25050550713324
34,16 to 18,-104.03624346792648
