Frame,Joint,X,Y
23,0,52,94
23,1,51,89
23,2,51,89
23,3,51,89
23,4,51,89
23,5,50,89
23,6,49,88
23,7,47,89
23,8,45,89
23,9,50,99
23,10,49,99
23,11,43,117
23,12,35,116
23,13,44,162
23,14,37,167
23,16,47,206
23,17,47,205
23,18,48,216
23,20,50,215
23,22,49,211
23,23,46,204
23,24,42,206
23,25,55,253
23,26,55,258
23,27,56,308
23,28,62,315
23,29,55,316
23,30,59,323
23,31,70,317
23,32,75,322
24,0,54,96
24,1,53,90
24,2,53,90
24,3,53,90
24,4,53,90
24,5,52,90
24,6,51,89
24,7,48,90
24,8,46,89
24,9,52,101
24,10,51,100
24,11,43,119
24,12,35,116
24,13,44,163
24,14,37,167
24,16,47,206
24,17,48,209
24,18,48,217
24,20,50,215
24,22,50,211
24,23,47,203
24,24,43,204
24,25,55,253
24,26,56,258
24,27,56,310
24,28,65,315
24,29,53,317
24,30,63,323
24,31,69,317
24,32,81,322
25,0,56,97
25,1,56,92
25,2,56,91
25,3,56,91
25,4,56,91
25,5,55,91
25,6,54,90
25,7,51,90
25,8,50,89
25,9,54,102
25,10,53,101
25,11,45,119
25,12,36,116
25,14,38,167
25,16,48,206
25,18,49,217
25,20,52,215
25,22,52,211
25,23,48,203
25,24,43,205
25,25,57,254
25,26,58,258
25,27,63,316
25,28,68,315
25,29,59,320
25,30,64,324
25,31,77,320
25,32,82,323
26,0,59,98
26,1,59,93
26,2,59,92
26,3,59,92
26,4,58,92
26,5,58,91
26,6,57,91
26,7,55,91
26,8,52,89
26,9,56,103
26,10,56,102
26,11,48,120
26,12,36,116
26,14,39,167
26,16,49,206
26,18,50,217
26,20,53,215
26,22,53,211
26,23,50,203
26,24,44,205
26,25,59,255
26,26,59,258
26,27,66,314
26,28,67,314
26,29,61,323
26,30,64,324
26,31,80,324
26,32,82,326
27,0,62,98
27,1,62,93
27,2,62,93
27,3,62,93
27,4,62,93
27,5,61,92
27,6,60,91
27,7,58,91
27,8,56,89
27,9,59,103
27,10,58,102
27,11,50,120
27,12,39,116
27,14,41,167
27,16,50,206
27,18,51,218
27,20,53,216
27,22,53,212
27,23,53,203
27,24,46,205
27,25,61,256
27,26,58,258
27,27,68,316
27,28,63,316
27,29,64,326
27,30,60,324
27,31,82,327
27,32,81,327
28,0,64,99
28,1,65,94
28,2,65,94
28,3,65,94
28,4,64,93
28,5,64,92
28,6,63,92
28,7,61,92
28,8,59,90
28,9,62,103
28,10,61,102
28,11,53,119
28,12,42,114
28,14,43,163
28,16,51,205
28,18,52,217
28,20,55,216
28,22,55,212
28,23,55,201
28,24,49,202
28,25,62,255
28,26,61,257
28,27,66,316
28,28,67,316
28,29,61,325
28,30,64,326
28,31,80,326
28,32,83,328
29,0,68,99
29,1,69,94
29,2,69,94
29,3,68,94
29,4,68,93
29,5,67,92
29,6,66,92
29,7,64,92
29,8,62,90
29,9,66,103
29,10,65,102
29,11,59,118
29,12,44,112
29,14,44,160
29,16,52,201
29,18,54,215
29,20,56,213
29,22,55,209
29,23,59,199
29,24,52,200
29,25,65,253
29,26,61,253
29,27,66,316
29,28,65,313
29,29,61,324
29,30,60,324
29,31,80,326
29,32,80,328
30,0,70,100
30,1,71,94
30,2,71,94
30,3,71,94
30,4,70,93
30,5,69,93
30,6,69,92
30,7,67,92
30,8,64,90
30,9,68,104
30,10,67,103
30,11,58,117
30,12,47,111
30,14,46,160
30,16,54,202
30,18,54,215
30,20,56,214
30,22,56,210
30,23,60,200
30,24,54,200
30,25,65,254
30,26,61,253
30,27,67,316
30,28,63,315
30,29,61,323
30,30,60,325
30,31,79,326
30,32,78,327
31,0,73,100
31,1,74,94
31,2,73,94
31,3,73,94
31,4,73,93
31,5,72,93
31,6,72,92
31,7,69,92
31,8,67,90
31,9,70,104
31,10,69,103
31,11,59,116
31,12,50,111
31,14,50,160
31,16,56,202
31,18,56,216
31,20,58,216
31,22,58,211
31,23,61,200
31,24,56,201
31,25,66,256
31,26,62,258
31,27,67,318
31,28,62,320
31,29,61,324
31,30,58,330
31,31,79,327
31,32,77,329
32,0,75,100
32,1,76,94
32,2,76,94
32,3,76,94
32,4,75,93
32,5,74,93
32,6,74,92
32,7,72,92
32,8,69,90
32,9,73,104
32,10,72,103
32,11,63,116
32,12,52,111
32,14,52,160
32,16,58,203
32,18,58,216
32,20,60,216
32,22,60,211
32,23,64,201
32,24,58,201
32,25,68,258
32,26,64,260
32,27,67,318
32,28,62,319
32,29,62,325
32,30,58,330
32,31,80,328
32,32,77,329
33,0,78,100
33,1,78,94
33,2,78,94
33,3,78,94
33,4,77,93
33,5,77,93
33,6,76,92
33,7,74,92
33,8,72,89
33,9,75,104
33,10,74,103
33,11,66,116
33,12,54,111
33,14,54,160
33,16,62,202
33,18,63,215
33,20,65,214
33,22,64,210
33,23,66,201
33,24,59,200
33,25,69,257
33,26,64,258
33,27,66,315
33,28,58,318
33,29,62,323
33,30,54,328
33,31,80,327
33,32,70,330
34,0,80,100
34,1,80,94
34,2,80,94
34,3,80,94
34,4,80,93
34,5,79,93
34,6,78,92
34,7,76,92
34,8,74,89
34,9,77,104
34,10,77,103
34,11,70,116
34,12,56,111
34,14,57,157
34,15,79,196
34,16,64,202
34,17,81,210
34,18,65,215
34,19,81,210
34,20,66,214
34,21,79,206
34,22,66,210
34,23,69,201
34,24,61,200
34,25,71,257
34,26,64,258
34,27,69,315
34,28,54,316
34,29,63,323
34,30,49,325
34,31,80,327
34,32,64,331
35,0,82,100
35,1,82,94
35,2,82,94
35,3,82,94
35,4,82,93
35,5,81,93
35,6,80,92
35,7,78,92
35,8,76,89
35,9,79,104
35,10,78,103
35,11,73,116
35,12,59,110
35,13,77,158
35,14,60,157
35,15,84,198
35,16,66,201
35,17,86,211
