Frame,Joint,X,Y
23,0,52,101
23,1,52,95
23,2,52,95
23,3,52,94
23,4,51,95
23,5,51,94
23,6,50,94
23,7,48,93
23,8,47,92
23,9,49,105
23,10,48,104
23,11,42,116
23,12,36,116
23,14,38,165
23,16,45,207
23,18,46,218
23,20,48,217
23,22,47,213
23,23,46,202
23,24,43,205
23,25,55,255
23,26,51,258
23,27,60,317
23,28,56,318
23,29,55,323
23,30,52,328
23,31,74,325
23,32,73,329
24,0,54,101
24,1,54,95
24,2,54,95
24,3,54,94
24,4,54,95
24,5,53,94
24,6,53,94
24,7,50,93
24,8,48,92
24,9,51,105
24,10,51,104
24,11,42,116
24,12,36,116
24,14,38,165
24,16,45,207
24,18,46,219
24,20,48,218
24,22,48,214
24,23,47,202
24,24,43,204
24,25,55,256
24,26,52,259
24,27,60,319
24,28,56,320
24,29,55,326
24,30,52,330
24,31,74,326
24,32,72,329
25,0,57,100
25,1,57,94
25,2,57,94
25,3,57,94
25,4,56,94
25,5,56,93
25,6,55,93
25,7,52,92
25,8,51,91
25,9,54,104
25,10,53,104
25,11,44,116
25,12,37,115
25,14,39,164
25,16,45,206
25,18,46,218
25,20,48,218
25,22,48,214
25,23,49,200
25,24,45,201
25,25,56,255
25,26,54,258
25,27,61,319
25,28,56,319
25,29,58,328
25,30,53,330
25,31,74,328
25,32,72,329
26,0,60,99
26,1,60,94
26,2,60,93
26,3,60,93
26,4,60,93
26,5,59,93
26,6,58,92
26,7,55,91
26,8,53,89
26,9,57,103
26,10,56,103
26,11,48,115
26,12,38,114
26,14,40,164
26,16,46,206
26,18,47,218
26,20,49,217
26,22,49,213
26,23,52,200
26,24,47,201
26,25,58,254
26,26,54,257
26,27,61,317
26,28,56,319
26,29,58,328
26,30,53,330
26,31,74,327
26,32,72,329
27,0,62,97
27,1,62,92
27,2,62,92
27,3,62,92
27,4,62,92
27,5,61,91
27,6,60,90
27,7,58,90
27,8,56,88
27,9,59,102
27,10,59,101
27,11,51,115
27,12,40,113
27,14,42,162
27,16,48,204
27,18,48,217
27,20,50,216
27,22,50,212
27,23,54,200
27,24,48,200
27,25,59,254
27,26,55,257
27,27,61,316
27,28,56,319
27,29,56,325
27,30,53,330
27,31,73,327
27,32,72,329
28,0,64,95
28,1,65,91
28,2,65,90
28,3,64,90
28,4,64,90
28,5,63,89
28,6,62,88
28,7,60,89
28,8,58,87
28,9,62,100
28,10,61,99
28,11,57,115
28,12,41,112
28,14,43,160
28,16,49,202
28,18,49,215
28,20,51,214
28,22,51,210
28,23,58,199
28,24,50,199
28,25,62,254
28,26,56,256
28,27,62,316
28,28,56,318
28,29,57,323
28,30,53,327
28,31,73,328
28,32,68,329
29,0,67,95
29,1,67,90
29,2,67,90
29,3,67,90
29,4,66,90
29,5,66,89
29,6,65,88
29,7,63,89
29,8,60,87
29,9,64,100
29,10,64,99
29,11,55,115
29,12,45,111
29,14,45,161
29,16,51,202
29,18,52,215
29,20,53,214
29,22,54,210
29,23,58,200
29,24,52,200
29,25,62,255
29,26,58,257
29,27,63,318
29,28,58,318
29,29,57,323
29,30,55,327
29,31,75,328
29,32,71,330
30,0,69,96
30,1,69,90
30,2,69,90
30,3,69,90
30,4,68,90
30,5,68,89
30,6,67,88
30,7,65,89
30,8,62,87
30,9,67,100
30,10,66,99
30,11,58,115
30,12,47,111
30,14,46,160
30,16,53,202
30,18,54,215
30,20,56,214
30,22,55,210
30,23,60,201
30,24,54,200
30,25,63,257
30,26,58,259
30,27,63,317
30,28,58,315
30,29,57,322
30,30,55,325
30,31,75,328
30,32,71,330
31,0,71,96
31,1,71,90
31,2,71,90
31,3,71,90
31,4,70,90
31,5,69,89
31,6,69,88
31,7,67,89
31,8,64,87
31,9,69,100
31,10,68,100
31,11,61,114
31,12,48,111
31,14,48,160
31,16,55,202
31,18,56,215
31,20,58,214
31,22,58,210
31,23,63,201
31,24,56,200
31,25,65,257
31,26,60,259
31,27,63,316
31,28,58,310
31,29,58,322
31,30,55,323
31,31,76,329
31,32,69,330
32,0,72,95
32,1,73,90
32,2,73,90
32,3,72,90
32,4,72,89
32,5,71,89
32,6,70,88
32,7,68,89
32,8,66,87
32,9,70,100
32,10,69,99
32,11,64,115
32,12,50,111
32,14,50,159
32,16,58,202
32,18,59,215
32,20,60,215
32,22,60,210
32,23,66,201
32,24,58,201
32,25,67,257
32,26,63,259
32,27,65,315
32,28,56,308
32,29,61,323
32,30,52,317
32,31,76,329
32,32,65,330
33,0,74,95
33,1,74,90
33,2,74,90
33,3,74,90
33,4,73,89
33,5,72,89
33,6,71,88
33,7,70,89
33,8,67,87
33,9,71,100
33,10,70,99
33,11,65,116
33,12,52,111
33,14,52,159
33,16,60,203
33,18,61,216
33,20,62,215
33,21,74,201
33,22,62,211
33,23,68,202
33,24,59,201
33,25,70,259
33,26,65,259
33,27,64,313
33,28,56,309
33,29,59,322
33,30,51,318
33,31,76,329
33,32,66,334
34,0,75,95
34,1,76,90
34,2,75,89
34,3,75,89
34,4,75,89
34,5,74,88
34,6,73,87
34,7,71,88
34,8,69,86
34,9,73,99
34,10,72,99
34,11,70,116
34,12,53,111
34,14,53,159
34,15,80,198
34,16,61,205
34,17,82,211
34,18,62,218
34,19,81,211
34,20,64,217
34,21,80,207
34,22,64,212
34,23,70,201
34,24,62,200
34,25,72,258
34,26,69,259
34,27,61,310
34,28,58,314
34,29,56,319
34,30,54,322
34,31,72,329
34,32,69,335
35,0,77,94
35,1,78,89
35,2,77,89
35,3,77,89
35,4,77,88
35,5,76,88
35,6,75,87
35,7,74,88
35,8,71,86
