Frame,Joint,X,Y
31,0,53,100
31,1,53,94
31,2,53,94
31,3,52,94
31,4,53,94
31,5,52,94
31,6,52,93
31,7,49,93
31,8,48,93
31,9,51,104
31,10,50,104
31,11,43,118
31,12,40,115
31,14,41,157
31,16,45,200
31,18,46,212
31,20,47,211
31,22,47,208
31,23,47,199
31,24,45,200
31,25,57,251
31,26,55,253
31,27,62,307
31,28,63,313
31,29,59,318
31,30,60,323
31,31,76,316
31,32,77,319
32,0,55,100
32,1,55,94
32,2,55,94
32,3,54,94
32,4,55,94
32,5,54,94
32,6,54,93
32,7,50,93
32,8,49,93
32,9,52,105
32,10,52,104
32,11,43,119
32,12,40,118
32,14,41,166
32,16,45,209
32,18,45,221
32,20,47,220
32,22,47,216
32,23,47,199
32,24,46,200
32,25,57,252
32,26,56,254
32,27,62,309
32,28,63,312
32,29,58,318
32,30,60,322
32,31,75,316
32,32,76,320
33,0,57,100
33,1,57,95
33,2,57,95
33,3,57,94
33,4,57,94
33,5,56,94
33,6,56,93
33,7,53,93
33,8,51,92
33,9,55,105
33,10,54,104
33,11,44,119
33,12,39,118
33,14,40,168
33,16,45,211
33,18,45,223
33,20,47,223
33,22,47,218
33,23,49,201
33,24,46,202
33,25,58,253
33,26,58,257
33,27,64,311
33,28,64,312
33,29,58,318
33,30,60,323
33,31,76,318
33,32,80,322
34,0,60,101
34,1,60,95
34,2,60,95
34,3,60,94
34,4,59,94
34,5,59,94
34,6,58,93
34,7,55,93
34,8,54,92
34,9,57,105
34,10,56,104
34,11,45,119
34,12,40,118
34,14,43,167
34,16,47,211
34,18,47,222
34,20,48,222
34,22,48,219
34,23,50,203
34,24,48,204
34,25,59,255
34,26,61,259
34,27,63,314
34,28,67,315
34,29,58,324
34,30,66,325
34,31,76,320
34,32,83,324
35,0,63,101
35,1,63,95
35,2,63,95
35,3,63,94
35,4,62,95
35,5,62,94
35,6,61,93
35,7,59,93
35,8,57,92
35,9,60,105
35,10,59,104
35,11,47,117
35,12,41,118
35,14,43,166
35,16,47,210
35,18,47,222
35,20,49,222
35,22,49,218
35,23,52,203
35,24,49,203
35,25,60,255
35,26,61,258
35,27,64,314
35,28,66,314
35,29,59,323
35,30,65,324
35,31,77,322
35,32,82,324
36,0,65,101
36,1,65,95
36,2,65,95
36,3,65,95
36,4,65,95
36,5,64,94
36,6,63,93
36,7,61,93
36,8,59,91
36,9,62,105
36,10,62,104
36,11,55,117
36,12,42,116
36,14,43,166
36,16,48,210
36,18,48,221
36,20,50,221
36,22,50,218
36,23,56,201
36,24,50,200
36,25,63,255
36,26,60,256
36,27,67,313
36,28,61,313
36,29,63,323
36,30,58,322
36,31,79,323
36,32,73,324
37,0,67,100
37,1,68,95
37,2,68,95
37,3,68,94
37,4,67,94
37,5,66,93
37,6,66,93
37,7,64,93
37,8,61,91
37,9,65,104
37,10,64,103
37,11,57,117
37,12,45,115
37,14,47,163
37,16,51,208
37,18,50,220
37,20,52,219
37,22,52,215
