Frame,Joint,Angle (Degrees)
0,3 to 7,-26.56505117707799
0,23 to 25,-45.0
0,28 to 30,41.49646835521554
0,11 to 23,-28.88658176691071
0,27 to 31,-136.8476102659946
0,25 to 27,93.23970029610213
1,3 to 7,116.56505117707799
1,23 to 25,180.0
1,28 to 30,65.55604521958347
1,11 to 23,-35.134193056915635
1,27 to 31,-120.96375653207352
1,25 to 27,95.49232455712743
2,3 to 7,158.19859051364818
2,23 to 25,180.0
2,28 to 30,90.0
2,11 to 23,-55.92280471986926
2,27 to 31,-29.74488129694222
2,25 to 27,96.3401917459099
3,3 to 7,149.74356283647072
3,23 to 25,180.0
3,28 to 30,116.56505117707799
3,11 to 23,-62.35402463626132
3,27 to 31,-7.125016348901798
3,25 to 27,96.00900595749452
4,3 to 7,149.03624346792648
4,23 to 25,170.53767779197437
4,28 to 30,149.03624346792648
4,11 to 23,-70.5599651718238
4,27 to 31,-2.0454084888872277
4,25 to 27,97.00126755749534
5,3 to 7,144.46232220802563
5,23 to 25,171.57303097851934
5,28 to 30,169.8753283446022
5,11 to 23,-82.14668669802178
5,27 to 31,0.0
5,25 to 27,99.7824070318073
6,3 to 7,140.01311375503582
6,23 to 25,173.8844964337146
6,28 to 30,175.36453657309735
6,11 to 23,-90.0
6,27 to 31,0.0
6,25 to 27,99.95062668795161
7,3 to 7,134.11859600341788
7,23 to 25,176.05481377096245
7,28 to 30,172.56859202882748
7,11 to 23,-98.74616226255522
7,27 to 31,-9.462322208025617
7,25 to 27,101.88865803962798
8,3 to 7,130.48601154199872
8,23 to 25,-178.1523897340054
8,28 to 30,174.8978347476418
8,11 to 23,-104.30027744918559
8,27 to 31,-11.154659738928299
8,25 to 27,104.28109573597084
9,3 to 7,127.0730733173104
9,23 to 25,178.26429541107163
9,28 to 30,175.15599962491933
9,11 to 23,-104.03624346792648
9,27 to 31,-12.042575142884983
9,25 to 27,106.7983717813053
10,3 to 7,125.65532809790032
10,23 to 25,176.63353933657018
10,28 to 30,176.24827092947405
10,11 to 23,-101.09372301155786
10,27 to 31,-8.972626614896393
10,25 to 27,111.41296947487176
11,3 to 7,121.89079180184572
11,23 to 25,174.8055710922652
11,28 to 30,178.12212255271464
11,11 to 23,-100.00797980144135
11,27 to 31,-3.052882514792428
11,25 to 27,115.60218755144177
12,3 to 7,120.96375653207352
12,23 to 25,174.0938588862295
12,28 to 30,-176.18592516570965
12,11 to 23,-98.13010235415598
12,27 to 31,8.930590100418996
12,25 to 27,123.69006752597979
13,3 to 7,120.7354877019201
13,23 to 25,170.90972307917767
13,28 to 30,-168.6900675259798
13,11 to 23,-92.08256527973089
13,27 to 31,15.610988533679656
13,25 to 27,131.30861401354872
14,3 to 7,126.52885536698517
14,23 to 25,159.44395478041653
14,28 to 30,-161.565051177078
14,11 to 23,-90.98776039963981
14,27 to 31,23.875280853927517
14,25 to 27,140.9061411137705
15,3 to 7,135.0
15,23 to 25,153.434948822922
15,28 to 30,-154.79887635452494
15,11 to 23,-90.0
15,27 to 31,29.148071845713044
15,25 to 27,141.34019174590992
16,3 to 7,151.92751306414706
16,23 to 25,0.0
16,28 to 30,-131.49646835521557
16,11 to 23,-86.1214754971523
16,27 to 31,35.53767779197438
16,25 to 27,136.8476102659946
17,3 to 7,-176.18592516570965
17,23 to 25,-14.036243467926479
17,28 to 30,40.60129464500447
17,11 to 23,-65.32313682966294
17,27 to 31,35.53767779197438
17,25 to 27,106.26020470831196
18,3 to 7,173.99099404250546
18,23 to 25,-45.0
18,28 to 30,69.44395478041653
18,11 to 23,-64.05770451012833
18,27 to 31,40.60129464500447
18,25 to 27,108.06047193619918
19,3 to 7,169.11447294534128
19,23 to 25,-29.054604099077146
19,28 to 30,0.0
19,11 to 23,-75.67728002179645
19,27 to 31,38.65980825409009
19,25 to 27,108.08344538304866
20,3 to 7,167.0053832080835
20,23 to 25,-21.80140948635181
20,28 to 30,-24.443954780416536
20,11 to 23,-79.31508759999728
20,27 to 31,90.0
20,25 to 27,102.9946167919165
21,15 to 21,159.77514056883192
21,16 to 20,157.93210043758978
21,18 to 20,155.43282867939868
21,3 to 7,26.56505117707799
21,14 to 16,-27.299572211332805
21,23 to 25,-21.25050550713324
21,28 to 30,-19.17900802581072
21,11 to 23,-77.69198418257209
21,27 to 31,151.3895403340348
21,16 to 18,-153.434948822922
21,25 to 27,95.1944289077348
22,15 to 21,159.10223450116115
22,16 to 20,153.8860873697093
22,18 to 20,152.969139740157
22,3 to 7,0.0
22,14 to 16,-39.28940686250036
22,23 to 25,-15.255118703057777
22,28 to 30,-11.633633998940438
22,11 to 23,-78.69006752597979
22,27 to 31,165.96375653207352
22,16 to 18,180.0
22,25 to 27,85.76360520094116
23,15 to 21,157.89055165624833
23,16 to 20,156.3706222693432
23,18 to 20,156.03751102542182
23,3 to 7,9.090276920822323
23,14 to 16,-41.6335393365702
23,23 to 25,-11.768288932020644
23,28 to 30,-10.53918372862823
23,11 to 23,-75.20323775494266
23,27 to 31,169.9920201985587
23,16 to 18,180.0
23,25 to 27,78.90627698844216
24,15 to 21,157.61986494804043
24,16 to 20,155.1196331408183
24,18 to 20,155.17065341185042
24,3 to 7,14.036243467926479
24,14 to 16,-44.236101539070006
24,23 to 25,-4.573921259900861
24,28 to 30,-6.7098368077569335
24,11 to 23,-72.89727103094764
24,27 to 31,173.21102542556122
24,16 to 18,153.434948822922
24,25 to 27,72.97947438848014
25,15 to 21,157.3194403929751
25,16 to 20,154.79887635452494
25,18 to 20,154.13364320590549
25,3 to 7,20.136303428248137
25,14 to 16,-50.33215888165956
25,23 to 25,-2.0454084888872277
25,28 to 30,-5.194428907734806
25,11 to 23,-70.5599651718238
25,27 to 31,175.0302592718897
25,16 to 18,180.0
25,25 to 27,73.73979529168804
26,15 to 21,156.6951094607969
26,16 to 20,154.84069808396833
26,18 to 20,154.50244850666223
26,3 to 7,17.35402463626132
26,14 to 16,-52.224315694045345
